customer_id,list_price
2448,1163.89
2570,1769.64
2570,1057.51
2570,1403.5
2570,290.62
2570,12.01
2570,742.54
2570,1231.15
2570,1661.92
488,642.31
488,574.64
488,1403.5
488,574.64
488,544.05
488,533.51
488,586.45
165,1289.85
165,1415.01
165,1024.66
165,2091.47
165,980.37
165,1231.15
165,1129.13
165,441.49
2787,1894.19
2787,1703.52
2787,1992.93
2787,1362.99
2787,1483.2
2787,1577.53
3053,1163.89
3053,290.62
3053,1793.43
3053,575.27
475,1057.51
475,1231.15
475,183.86
475,495.72
475,575.27
475,1227.34
475,360.4
1251,235.63
1251,642.7
1251,416.98
1251,1065.03
3103,642.7
3103,569.56
3103,1228.07
3103,1635.3
3103,495.72
3103,1894.19
3103,1466.68
3103,1151.96
3108,1240.31
3108,1769.64
3108,1945.43
3108,1151.96
3108,2083.94
3108,227.88
3108,1775.81
857,1635.3
857,1151.96
857,752.64
857,2091.47
857,1061.56
3455,227.88
3455,71.49
3455,774.53
3455,1148.64
3455,1762.96
3455,688.63
2549,499.53
2549,2091.47
2549,1810.0
2549,1810.0
3406,1720.7
3406,183.86
3406,1807.45
3406,1311.44
3406,795.34
3406,574.64
3406,1216.14
3406,574.64
3406,1894.19
3406,2091.47
2294,1635.3
2294,544.05
2294,1179.0
2294,1362.99
2294,1703.52
2294,2091.47
2294,1163.89
993,1458.17
993,1179.0
993,543.39
993,202.62
993,1073.07
993,1661.92
993,183.86
993,1036.59
993,748.17
1839,12.01
1839,1807.45
1839,544.05
1839,544.05
1839,1289.85
1839,1661.92
1839,71.49
1824,1311.44
1824,71.49
1824,752.64
1824,1636.9
1824,227.88
1824,1842.92
1824,1216.14
368,1403.5
368,1228.07
368,574.64
368,495.72
368,1807.45
368,1403.5
368,183.86
368,1842.92
368,360.4
825,1216.14
825,1163.89
825,290.62
825,202.62
825,1240.31
825,363.01
3315,235.63
3315,1807.45
3315,1483.2
3315,1151.96
3315,980.37
3315,499.53
3315,1873.97
75,71.49
75,1057.51
75,752.64
75,912.52
75,1227.34
75,1362.99
75,1057.51
75,688.63
1498,1129.13
1498,945.04
1498,1458.17
1498,499.53
2192,499.53
2192,774.53
2192,71.49
2192,752.64
419,1292.84
419,980.37
419,60.34
419,1555.58
419,1458.17
419,1289.85
419,1280.28
3307,1769.64
3307,590.26
3307,642.7
3307,2083.94
3307,980.37
2430,60.34
2430,175.89
2430,1057.51
2430,2091.47
1506,183.86
1506,1945.43
1506,363.01
1506,1292.84
1506,1289.85
1506,1977.36
1506,202.62
1506,1274.93
1506,1061.56
1506,1466.68
1346,912.52
1346,748.17
1346,1762.96
1346,360.4
1346,1842.92
1346,1945.43
1346,2091.47
1346,71.49
1346,795.34
763,175.89
763,1231.15
763,1635.3
763,1228.07
763,1555.58
763,1163.89
2397,1073.07
2397,1311.44
2397,2005.66
2397,544.05
2397,792.9
2397,792.9
2397,2091.47
2397,1163.89
2397,688.63
102,1179.0
102,774.53
102,958.74
102,235.63
102,1061.56
102,1807.45
102,642.31
2884,958.74
2884,235.63
2884,1458.17
2884,175.89
2884,1240.31
2884,175.89
2884,1362.99
2884,1289.85
759,792.9
759,1403.5
759,912.52
759,642.31
759,1415.01
759,945.04
759,688.63
759,642.7
773,1071.23
773,795.34
773,1227.34
773,1466.68
773,958.74
773,1842.92
773,1793.43
773,1179.0
3297,1311.44
3297,1129.13
3297,175.89
3297,175.89
3297,795.34
3297,575.27
2434,290.62
2434,1469.44
2434,1793.43
2434,1762.96
2434,1036.59
2434,1071.23
2434,642.7
2434,12.01
2434,1945.43
1861,1403.5
1861,1024.66
1861,1057.51
1861,945.04
1861,748.17
1861,1894.19
1233,499.53
1233,1065.03
1233,912.52
1233,1216.14
1233,533.51
1233,1403.5
1233,2083.94
1233,2083.94
1233,1483.2
1390,752.64
1390,1661.92
1390,1386.84
1390,1812.75
1390,227.88
1390,478.16
1390,1240.31
1390,358.39
1390,1151.96
2682,12.01
2682,1179.0
2682,1793.43
2682,1024.66
2682,363.01
2682,945.04
2682,235.63
2682,569.56
439,478.16
439,642.7
439,1807.45
439,478.16
439,2005.66
1579,1024.66
1579,1483.2
1579,1636.9
1579,1057.51
1579,1071.23
1579,100.35
1579,2005.66
1579,71.16
1579,1842.92
1579,1793.43
2984,1945.43
2984,1151.96
2984,1894.19
2984,1024.66
3470,1311.44
3470,1992.93
3470,1151.96
3470,2005.66
3470,1777.8
3470,1703.52
3470,2091.47
3470,2091.47
1,235.63
1,1577.53
1,1720.7
1,360.4
1,71.49
1,1538.99
1,688.63
1,230.91
1,642.7
1,742.54
1,1274.93
757,441.49
757,1065.03
757,499.53
757,1890.39
757,71.16
211,1073.07
211,1777.8
211,1073.07
211,495.72
211,1024.66
211,202.62
211,1894.19
211,1403.5
211,1129.13
32,569.56
32,1071.23
32,1538.99
32,202.62
32,1151.96
32,1635.3
32,1703.52
119,478.16
119,1812.75
119,1636.9
119,1289.85
2347,1148.64
2347,1231.15
2347,2091.47
2347,360.4
2347,1179.0
2347,1148.64
2347,1274.93
2347,2005.66
2347,290.62
2353,1129.13
2353,958.74
2353,1129.13
2353,1765.3
2353,569.56
2353,1129.13
2353,569.56
2353,1129.13
2353,1945.43
2353,688.63
788,1311.44
788,1362.99
788,748.17
788,774.53
788,441.49
1468,1765.3
1468,1894.19
1468,1415.01
1468,202.62
1468,1198.46
1468,742.54
821,1362.99
821,1163.89
821,958.74
821,360.4
821,980.37
2489,495.72
2489,1179.0
2489,1793.43
2489,1538.99
2489,1555.58
2489,1777.8
2489,1292.84
2489,1777.8
2710,1555.58
2710,590.26
2710,569.56
2710,1216.14
947,1992.93
947,569.56
947,1894.19
947,1024.66
947,12.01
1335,1812.75
1335,1228.07
1335,688.63
1335,1172.78
1335,1163.89
1335,642.7
1335,586.45
1076,945.04
1076,752.64
1076,980.37
1076,795.34
1076,1810.0
1076,642.7
1076,1945.43
1076,1977.36
1076,1289.85
1076,586.45
1076,774.53
1076,1890.39
3320,71.16
3320,688.63
3320,2091.47
3320,227.88
3320,1720.7
3320,175.89
3320,1415.01
3320,1661.92
3320,642.31
3320,1415.01
779,792.9
779,230.91
779,478.16
779,1577.53
3296,358.39
3296,574.64
3296,1057.51
3296,980.37
3296,175.89
3296,642.7
3296,543.39
3296,1765.3
3296,1227.34
3296,1198.46
3296,363.01
1779,642.31
1779,1292.84
1779,1661.92
1779,1362.99
1779,1842.92
1779,2083.94
2703,360.4
2703,945.04
2703,1216.14
2703,183.86
2703,2083.94
2703,1469.44
2703,1071.23
806,1810.0
806,980.37
806,71.16
806,1992.93
1591,1469.44
1591,1061.56
1591,1151.96
1591,945.04
1591,1061.56
1591,71.49
1591,1538.99
1591,1061.56
1591,1403.5
1591,1129.13
1591,1793.43
50,1538.99
50,1636.9
50,543.39
50,590.26
50,792.9
50,2083.94
50,175.89
1453,752.64
1453,1216.14
1453,1992.93
1453,1458.17
1453,912.52
1339,795.34
1339,1555.58
1339,1894.19
1339,912.52
1339,1289.85
3382,575.27
3382,227.88
3382,1810.0
3382,1807.45
3382,586.45
3382,1228.07
3382,748.17
3382,569.56
3382,1483.2
3382,1311.44
2503,290.62
2503,958.74
2503,1807.45
2503,1894.19
1397,175.89
1397,1458.17
1397,2091.47
1397,1793.43
1397,574.64
1397,1163.89
2134,1769.64
2134,290.62
2134,1842.92
2134,2083.94
2134,569.56
2403,1172.78
2403,358.39
2403,230.91
2403,945.04
2403,495.72
1937,1231.15
1937,1775.81
1937,1280.28
1937,795.34
1937,1227.34
1937,2083.94
1282,1065.03
1282,688.63
1282,1765.3
1282,2091.47
1282,1703.52
1282,774.53
1282,1292.84
1282,688.63
2183,1765.3
2183,1775.81
2183,1635.3
2183,416.98
2183,1073.07
2183,1703.52
2183,1129.13
2183,230.91
2183,2005.66
2183,2005.66
2183,945.04
2183,1403.5
2183,1765.3
2183,1216.14
1788,792.9
1788,1793.43
1788,742.54
1788,360.4
1788,1775.81
1788,980.37
1788,1216.14
1788,1793.43
1788,1129.13
1170,1807.45
1170,1151.96
1170,1311.44
1170,183.86
1170,1890.39
1940,1065.03
1940,1458.17
1940,1807.45
1940,1762.96
2073,1179.0
2073,230.91
2073,1720.7
2073,1538.99
2073,575.27
2073,1148.64
2073,1061.56
2073,642.31
462,1274.93
462,1458.17
462,1240.31
462,752.64
462,1469.44
462,1635.3
2728,1945.43
2728,1386.84
2728,12.01
2728,1661.92
2728,1163.89
2728,1469.44
2728,1227.34
2728,792.9
2053,1289.85
2053,748.17
2053,1129.13
2053,2091.47
2053,1240.31
2053,1228.07
1217,1890.39
1217,1403.5
1217,1661.92
1217,1810.0
1217,71.49
1217,980.37
1217,183.86
2992,980.37
2992,1890.39
2992,1071.23
2992,2091.47
2992,2091.47
2992,360.4
2992,1810.0
2992,235.63
3261,416.98
3261,590.26
3261,912.52
3261,1289.85
3261,1362.99
3261,1057.51
2748,544.05
2748,742.54
2748,574.64
2748,2091.47
3067,742.54
3067,1812.75
3067,1129.13
3067,1240.31
3067,358.39
3067,1812.75
701,230.91
701,742.54
701,1890.39
701,1661.92
701,543.39
701,1216.14
648,1415.01
648,1415.01
648,495.72
648,71.16
648,2091.47
648,1129.13
648,1793.43
3286,1793.43
3286,1071.23
3286,1538.99
3286,71.16
3286,1538.99
3286,1386.84
3286,543.39
3286,1151.96
3286,71.16
3286,590.26
3286,1292.84
3383,2091.47
3383,441.49
3383,1469.44
3383,60.34
3383,1992.93
982,688.63
982,1163.89
982,495.72
982,71.49
982,363.01
982,12.01
676,1842.92
676,416.98
676,544.05
676,1812.75
676,1061.56
676,1061.56
385,748.17
385,1073.07
385,499.53
385,1179.0
385,1577.53
385,2005.66
385,1362.99
385,499.53
385,1812.75
1229,175.89
1229,1065.03
1229,441.49
1229,12.01
1229,1061.56
1229,1172.78
1229,543.39
1229,575.27
1229,1807.45
3232,1466.68
3232,1793.43
3232,1289.85
3232,1071.23
3232,543.39
3232,1812.75
3232,290.62
3232,230.91
3232,569.56
3232,290.62
3232,533.51
3232,1793.43
3232,1765.3
2381,792.9
2381,1231.15
2381,1151.96
2381,1172.78
2381,1720.7
2381,1274.93
2381,533.51
371,1765.3
371,175.89
371,1065.03
371,1769.64
371,2083.94
2519,1073.07
2519,742.54
2519,175.89
2519,495.72
2264,1024.66
2264,912.52
2264,1311.44
2264,1071.23
2264,642.7
2264,235.63
2637,2091.47
2637,363.01
2637,1036.59
2637,71.49
2637,1636.9
2637,1483.2
2637,1793.43
2637,2091.47
2637,1362.99
2637,495.72
2637,1469.44
2267,1179.0
2267,590.26
2267,1842.92
2267,792.9
2267,1061.56
456,202.62
456,1810.0
456,742.54
456,1415.01
456,2091.47
3121,1036.59
3121,1635.3
3121,495.72
3121,1458.17
3121,1065.03
3121,688.63
2365,1894.19
2365,543.39
2365,360.4
2365,1577.53
2365,1073.07
2528,1036.59
2528,1762.96
2528,1466.68
2528,1873.97
2528,958.74
2528,1842.92
2528,544.05
3241,1538.99
3241,1873.97
3241,1762.96
3241,1179.0
3241,1151.96
3241,1720.7
2234,363.01
2234,290.62
2234,1289.85
2234,774.53
2234,12.01
2234,569.56
3226,183.86
3226,12.01
3226,478.16
3226,543.39
1365,478.16
1365,543.39
1365,1148.64
1365,175.89
3349,1775.81
3349,1873.97
3349,478.16
3349,748.17
3349,1762.96
1002,1024.66
1002,1793.43
1002,1720.7
1002,499.53
2282,1661.92
2282,590.26
2282,1129.13
2282,1057.51
2282,1148.64
2282,1231.15
2656,1289.85
2656,1810.0
2656,1469.44
2656,642.31
2656,574.64
2656,1458.17
2656,1807.45
2409,1842.92
2409,1071.23
2409,1777.8
2409,363.01
2409,1240.31
2409,235.63
2409,586.45
1711,642.31
1711,2083.94
1711,202.62
1711,230.91
1711,590.26
1711,1057.51
1711,1415.01
2582,1024.66
2582,235.63
2582,1198.46
2582,1466.68
2582,1179.0
1005,1873.97
1005,1775.81
1005,2083.94
1005,360.4
1005,1769.64
1597,2091.47
1597,1179.0
1597,748.17
1597,1977.36
1597,360.4
1597,1769.64
1597,1469.44
1597,1720.7
1597,1992.93
1597,1469.44
1597,1466.68
1435,1793.43
1435,1403.5
1435,1228.07
1435,1807.45
1435,60.34
1435,1812.75
1435,748.17
1254,1231.15
1254,60.34
1254,1148.64
1254,945.04
1254,1469.44
1254,1403.5
1254,533.51
1423,1538.99
1423,569.56
1423,575.27
1423,1151.96
1423,2091.47
1423,1216.14
276,586.45
276,478.16
276,688.63
276,1703.52
276,1415.01
276,1240.31
1315,12.01
1315,363.01
1315,1179.0
1315,363.01
1315,1555.58
1315,495.72
1315,1635.3
1315,71.49
2123,1311.44
2123,1810.0
2123,1129.13
2123,416.98
2123,235.63
2123,1292.84
2889,1890.39
2889,1769.64
2889,360.4
2889,183.86
2889,1894.19
3208,533.51
3208,1873.97
3208,2091.47
3208,1415.01
3208,1415.01
3208,742.54
3208,1071.23
3208,495.72
2406,688.63
2406,1777.8
2406,478.16
2406,1172.78
2041,544.05
2041,1661.92
2041,752.64
2041,2083.94
2041,792.9
2041,1894.19
1598,586.45
1598,1977.36
1598,1227.34
1598,1231.15
1598,1274.93
1321,1635.3
1321,795.34
1321,478.16
1321,533.51
1321,230.91
1321,1635.3
1321,202.62
183,2005.66
183,1292.84
183,642.7
183,100.35
183,1163.89
183,742.54
2591,1415.01
2591,912.52
2591,1765.3
2591,1793.43
2591,1057.51
2591,2083.94
766,1458.17
766,795.34
766,1163.89
766,774.53
766,586.45
766,183.86
520,1148.64
520,574.64
520,543.39
520,227.88
520,71.49
868,1289.85
868,748.17
868,1769.64
868,1466.68
868,980.37
868,1274.93
352,360.4
352,1807.45
352,1842.92
352,1812.75
352,1240.31
352,1469.44
1140,1873.97
1140,183.86
1140,1469.44
1140,1073.07
1140,1538.99
1140,1280.28
1140,1403.5
1140,230.91
1140,499.53
1140,1466.68
1140,1636.9
621,1894.19
621,1992.93
621,1992.93
621,1216.14
621,1807.45
621,569.56
621,71.49
621,1163.89
621,1163.89
1502,1466.68
1502,2091.47
1502,590.26
1502,1148.64
1502,1311.44
1502,1890.39
1502,1311.44
1502,533.51
1502,1228.07
936,1403.5
936,183.86
936,1483.2
936,1890.39
936,1762.96
936,795.34
936,2005.66
936,1555.58
936,1555.58
936,1992.93
936,1073.07
939,1703.52
939,1061.56
939,363.01
939,1992.93
2698,590.26
2698,1636.9
2698,1148.64
2698,360.4
2698,1977.36
2698,1577.53
2698,1762.96
579,792.9
579,1812.75
579,1311.44
579,1469.44
579,235.63
579,1873.97
579,1280.28
579,12.01
579,1661.92
3077,1703.52
3077,688.63
3077,1151.96
3077,1024.66
3077,774.53
3077,1945.43
3077,1163.89
369,235.63
369,1762.96
369,1720.7
369,1403.5
369,1538.99
369,575.27
369,1071.23
369,1228.07
2687,574.64
2687,575.27
2687,1057.51
2687,1873.97
2687,1403.5
2687,60.34
2687,1179.0
681,235.63
681,1810.0
681,590.26
681,569.56
681,792.9
681,1890.39
37,1793.43
37,1842.92
37,478.16
37,774.53
37,1720.7
37,60.34
37,1289.85
37,2091.47
37,1240.31
396,1890.39
396,441.49
396,1231.15
396,1403.5
396,1231.15
396,363.01
550,1842.92
550,360.4
550,360.4
550,1240.31
550,742.54
2325,1311.44
2325,1703.52
2325,958.74
2325,100.35
2325,1945.43
1420,688.63
1420,1163.89
1420,1227.34
1420,12.01
1420,1873.97
1645,71.16
1645,183.86
1645,71.49
1645,1777.8
1645,71.16
1645,958.74
1645,1386.84
546,1071.23
546,495.72
546,1415.01
546,2091.47
546,2091.47
2885,235.63
2885,1403.5
2885,1992.93
2885,1024.66
2885,1227.34
2885,1977.36
2885,1765.3
2885,1148.64
2885,1280.28
2740,1890.39
2740,1469.44
2740,1403.5
2740,1216.14
2740,1061.56
2740,175.89
2740,1894.19
2740,1386.84
3166,1483.2
3166,1172.78
3166,1577.53
3166,1228.07
3166,2005.66
3166,1240.31
3166,1198.46
2890,1311.44
2890,752.64
2890,774.53
2890,1873.97
2890,1458.17
2890,795.34
2890,1071.23
3370,795.34
3370,1403.5
3370,1073.07
3370,642.7
3370,912.52
3370,1894.19
3393,958.74
3393,230.91
3393,1807.45
3393,360.4
3393,1538.99
2410,1890.39
2410,980.37
2410,71.49
2410,1661.92
2410,360.4
2410,1807.45
1454,1762.96
1454,1280.28
1454,1403.5
1454,945.04
1454,227.88
3089,1765.3
3089,1812.75
3089,1148.64
3089,1469.44
3123,590.26
3123,1635.3
3123,1280.28
3123,227.88
2801,544.05
2801,71.16
2801,1894.19
2801,60.34
2801,742.54
1580,1577.53
1580,945.04
1580,1635.3
1580,1577.53
1580,642.31
1580,575.27
1580,441.49
1580,60.34
1777,533.51
1777,1661.92
1777,60.34
1777,2005.66
1777,1231.15
1777,1403.5
142,1179.0
142,1762.96
142,363.01
142,1228.07
142,1386.84
142,752.64
142,1977.36
142,590.26
142,183.86
142,1775.81
142,1274.93
1258,100.35
1258,1894.19
1258,1793.43
1258,1198.46
1258,533.51
1258,1227.34
1258,642.7
1258,1555.58
3405,795.34
3405,569.56
3405,1198.46
3405,795.34
3405,575.27
3405,1071.23
3405,795.34
3405,1483.2
3405,1873.97
3198,1577.53
3198,1057.51
3198,1765.3
3198,1292.84
834,1775.81
834,569.56
834,1179.0
834,71.16
3467,1769.64
3467,642.7
3467,1280.28
3467,1466.68
3467,1555.58
3467,1577.53
3436,792.9
3436,1775.81
3436,499.53
3436,1403.5
3436,363.01
3436,1163.89
3436,2091.47
1516,1636.9
1516,1198.46
1516,742.54
1516,1636.9
1516,478.16
2833,1274.93
2833,1227.34
2833,912.52
2833,958.74
2833,1311.44
2833,752.64
2149,358.39
2149,1289.85
2149,478.16
2149,1065.03
2149,1769.64
2149,183.86
2149,543.39
2149,1198.46
2149,175.89
2133,1151.96
2133,2091.47
2133,774.53
2133,1386.84
2133,1148.64
360,227.88
360,642.7
360,1945.43
360,1362.99
360,1890.39
2969,642.31
2969,1065.03
2969,1577.53
2969,175.89
2969,1842.92
2969,1151.96
1720,575.27
1720,792.9
1720,1362.99
1720,1765.3
1720,1065.03
2904,1148.64
2904,1362.99
2904,175.89
2904,478.16
2904,175.89
2904,290.62
2904,1765.3
1826,1403.5
1826,1274.93
1826,1280.28
1826,958.74
1826,235.63
1826,60.34
1826,1769.64
2487,1065.03
2487,912.52
2487,358.39
2487,642.7
2815,1458.17
2815,1172.78
2815,183.86
2815,795.34
2815,543.39
2815,441.49
2815,1172.78
2815,1812.75
2815,1636.9
541,1403.5
541,1240.31
541,1129.13
541,1992.93
541,478.16
2024,1769.64
2024,1024.66
2024,495.72
2024,499.53
2024,1466.68
2024,742.54
768,183.86
768,1129.13
768,1061.56
768,227.88
768,1992.93
768,1228.07
768,1469.44
768,1769.64
768,363.01
529,945.04
529,1073.07
529,1172.78
529,533.51
529,2083.94
529,227.88
3380,1977.36
3380,1769.64
3380,574.64
3380,1538.99
3380,227.88
314,227.88
314,1812.75
314,574.64
314,1415.01
314,980.37
314,358.39
314,100.35
314,795.34
1079,1555.58
1079,441.49
1079,774.53
1079,1057.51
1643,1274.93
1643,1386.84
1643,60.34
1643,1842.92
1643,1198.46
1643,2083.94
1643,1148.64
1643,575.27
1524,100.35
1524,499.53
1524,1873.97
1524,499.53
1524,1240.31
1524,175.89
1524,642.7
1524,752.64
3205,575.27
3205,441.49
3205,1810.0
3205,1073.07
3205,2083.94
3205,71.16
2860,1024.66
2860,1812.75
2860,1807.45
2860,1812.75
2860,175.89
2860,1807.45
2860,1807.45
2860,1762.96
2860,1793.43
772,1163.89
772,945.04
772,1172.78
772,1807.45
772,1793.43
772,1538.99
323,1129.13
323,230.91
323,575.27
323,183.86
323,1403.5
323,1469.44
2819,1240.31
2819,1466.68
2819,1073.07
2819,1762.96
792,2005.66
792,1216.14
792,1057.51
792,100.35
792,1061.56
792,1466.68
923,1403.5
923,202.62
923,1890.39
923,71.49
923,1807.45
923,100.35
923,543.39
3353,980.37
3353,478.16
3353,71.49
3353,360.4
3353,1403.5
3353,1228.07
3353,748.17
3394,1636.9
3394,1362.99
3394,774.53
3394,574.64
3394,1577.53
3213,1873.97
3213,230.91
3213,1228.07
3213,71.49
3213,958.74
1015,1403.5
1015,1151.96
1015,945.04
1015,1775.81
1015,416.98
1015,1403.5
2266,1151.96
2266,1216.14
2266,1469.44
2266,945.04
2266,590.26
2266,688.63
2266,71.16
2266,441.49
2266,544.05
2266,1793.43
58,227.88
58,533.51
58,748.17
58,1065.03
58,363.01
58,2005.66
58,792.9
58,1231.15
3118,1894.19
3118,1469.44
3118,1775.81
3118,2005.66
3118,1289.85
3118,1538.99
3118,1810.0
3118,1151.96
3118,1129.13
2202,363.01
2202,1129.13
2202,574.64
2202,1469.44
2202,175.89
2202,71.49
2202,1793.43
2202,478.16
2202,2091.47
2202,360.4
2144,642.7
2144,1024.66
2144,1842.92
2144,1977.36
2144,1890.39
2144,1289.85
2144,544.05
2144,1240.31
87,544.05
87,1071.23
87,1386.84
87,1061.56
87,499.53
87,1065.03
87,642.7
87,495.72
87,1228.07
2049,1636.9
2049,1024.66
2049,1890.39
2049,748.17
2049,688.63
2049,1415.01
952,478.16
952,1812.75
952,1403.5
952,1061.56
952,1483.2
1745,1894.19
1745,1311.44
1745,175.89
1745,1661.92
1745,71.49
1745,60.34
1745,1842.92
1745,12.01
1745,71.49
1745,1148.64
1745,360.4
1745,1415.01
40,1403.5
40,1289.85
40,1071.23
40,1057.51
40,60.34
372,358.39
372,569.56
372,495.72
372,1172.78
372,1172.78
372,642.7
372,1231.15
372,1227.34
1627,1555.58
1627,1311.44
1627,752.64
1627,1992.93
1627,1228.07
1627,1240.31
1627,1228.07
1627,742.54
444,1403.5
444,1635.3
444,100.35
444,499.53
444,1036.59
444,1292.84
444,1179.0
217,586.45
217,1842.92
217,1538.99
217,1216.14
217,1311.44
217,1775.81
217,1216.14
1656,1842.92
1656,1071.23
1656,235.63
1656,1280.28
1656,574.64
1656,1386.84
485,1280.28
485,792.9
485,416.98
485,742.54
485,1231.15
485,1198.46
506,1894.19
506,1274.93
506,2083.94
506,1775.81
506,774.53
506,945.04
506,230.91
506,1458.17
506,1992.93
506,1777.8
1881,642.7
1881,1061.56
1881,1812.75
1881,945.04
1881,1179.0
1881,1769.64
1881,1148.64
1274,533.51
1274,235.63
1274,569.56
1274,1890.39
1274,235.63
1274,441.49
1274,1777.8
1274,642.31
1274,586.45
1443,1403.5
1443,1807.45
1443,1198.46
1443,586.45
1443,1469.44
1443,1280.28
1443,795.34
1443,742.54
1443,945.04
1443,574.64
1493,1311.44
1493,2091.47
1493,1057.51
1493,1024.66
1493,1274.93
1493,1274.93
1493,1061.56
1493,1483.2
1493,499.53
1493,574.64
476,1762.96
476,1703.52
476,774.53
476,175.89
940,1458.17
940,642.7
940,1129.13
940,1172.78
940,1769.64
2930,1036.59
2930,1992.93
2930,1036.59
2930,235.63
2930,202.62
2930,574.64
2354,499.53
2354,1057.51
2354,12.01
2354,1765.3
2354,1483.2
416,774.53
416,1555.58
416,60.34
416,1636.9
416,642.7
1013,1148.64
1013,1061.56
1013,1555.58
1013,183.86
1013,1415.01
1013,1842.92
533,2083.94
533,912.52
533,1289.85
533,1458.17
533,1292.84
533,1172.78
968,1538.99
968,945.04
968,1289.85
968,12.01
968,1769.64
968,1775.81
727,1198.46
727,1061.56
727,1216.14
727,1720.7
727,1777.8
727,1793.43
3425,227.88
3425,1777.8
3425,416.98
3425,742.54
3425,1228.07
3425,1894.19
2140,1240.31
2140,1386.84
2140,1636.9
2140,183.86
2140,1812.75
2140,688.63
2140,1036.59
2140,1061.56
62,1945.43
62,1890.39
62,71.16
62,1636.9
62,230.91
62,71.16
1995,1812.75
1995,1240.31
1995,183.86
1995,360.4
1995,1073.07
1995,575.27
1965,1216.14
1965,363.01
1965,795.34
1965,360.4
1965,1466.68
366,2005.66
366,1240.31
366,1057.51
366,363.01
366,71.49
366,1129.13
2993,1765.3
2993,1073.07
2993,543.39
2993,1635.3
2993,1362.99
2993,1812.75
2993,1415.01
2993,1842.92
1887,1769.64
1887,688.63
1887,1793.43
1887,1280.28
1887,1775.81
1887,1812.75
1887,1065.03
1887,1311.44
1887,1775.81
1887,2091.47
1692,183.86
1692,290.62
1692,441.49
1692,1071.23
1927,1403.5
