customer_id,transaction_month,transaction_month_number,online_order,order_status,brand,product_line,product_class,product_size,list_price_categories,list_price,gender,job_title,job_industry_category,wealth_segment,tenure,postcode,state,property_valuation,Age_category,past_3_years_bike_related_purchases_categories,cluster,LP
2339,Mar,3,True,Approved,Giant Bicycles,Road,medium,medium,1401-1600,1538.99,Male,Web Designer II,Property,Affluent Customer,16,2153,NSW,10,55-64,Below 10,Cat_3,8
2339,May,5,False,Approved,Giant Bicycles,Standard,high,small,1801-2000,1977.36,Male,Web Designer II,Property,Affluent Customer,16,2153,NSW,10,55-64,Below 10,Cat_3,10
2339,Dec,12,True,Approved,OHM Cycles,Standard,medium,medium,601-800,795.34,Male,Web Designer II,Property,Affluent Customer,16,2153,NSW,10,55-64,Below 10,Cat_3,4
2339,Feb,2,False,Approved,Norco Bicycles,Standard,low,medium,201-400,363.01,Male,Web Designer II,Property,Affluent Customer,16,2153,NSW,10,55-64,Below 10,Cat_3,2
2339,Nov,11,True,Approved,Norco Bicycles,Standard,high,small,1601-1800,1661.92,Male,Web Designer II,Property,Affluent Customer,16,2153,NSW,10,55-64,Below 10,Cat_3,9
2339,Dec,12,True,Cancelled,OHM Cycles,Standard,medium,medium,1601-1800,1636.9,Male,Web Designer II,Property,Affluent Customer,16,2153,NSW,10,55-64,Below 10,Cat_3,9
2339,Apr,4,False,Approved,Norco Bicycles,Road,medium,medium,401-600,543.39,Male,Web Designer II,Property,Affluent Customer,16,2153,NSW,10,55-64,Below 10,Cat_3,3
2339,Feb,2,True,Approved,Solex,Standard,medium,medium,401-600,441.49,Male,Web Designer II,Property,Affluent Customer,16,2153,NSW,10,55-64,Below 10,Cat_3,3
1542,Apr,4,True,Approved,WeareA2B,Standard,medium,medium,Below 200,60.34,Male,Food Chemist,Health,Mass Customer,12,2155,NSW,10,35-44,51-60,Cat_1,1
1542,Aug,8,True,Approved,Giant Bicycles,Road,medium,medium,601-800,792.9,Male,Food Chemist,Health,Mass Customer,12,2155,NSW,10,35-44,51-60,Cat_1,4
1542,Feb,2,True,Approved,Norco Bicycles,Standard,high,small,1601-1800,1661.92,Male,Food Chemist,Health,Mass Customer,12,2155,NSW,10,35-44,51-60,Cat_1,9
1542,Jul,7,False,Approved,Norco Bicycles,Standard,medium,small,1201-1400,1216.14,Male,Food Chemist,Health,Mass Customer,12,2155,NSW,10,35-44,51-60,Cat_1,7
1542,May,5,False,Approved,Trek Bicycles,Road,medium,large,1801-2000,1894.19,Male,Food Chemist,Health,Mass Customer,12,2155,NSW,10,35-44,51-60,Cat_1,10
2459,Jul,7,False,Approved,WeareA2B,Standard,medium,medium,1201-1400,1292.84,Female,Quality Engineer,Manufacturing,High Net Worth,18,4034,QLD,6,35-44,61-70,Cat_3,7
2459,May,5,True,Approved,Giant Bicycles,Standard,medium,medium,601-800,642.7,Female,Quality Engineer,Manufacturing,High Net Worth,18,4034,QLD,6,35-44,61-70,Cat_3,4
2459,Jul,7,False,Approved,OHM Cycles,Standard,medium,medium,201-400,235.63,Female,Quality Engineer,Manufacturing,High Net Worth,18,4034,QLD,6,35-44,61-70,Cat_3,2
2459,Jul,7,False,Approved,OHM Cycles,Touring,low,medium,1001-1200,1073.07,Female,Quality Engineer,Manufacturing,High Net Worth,18,4034,QLD,6,35-44,61-70,Cat_3,6
2459,Jul,7,False,Approved,OHM Cycles,Standard,medium,medium,1201-1400,1227.34,Female,Quality Engineer,Manufacturing,High Net Worth,18,4034,QLD,6,35-44,61-70,Cat_3,7
2459,Aug,8,False,Approved,Trek Bicycles,Road,low,small,1601-1800,1720.7,Female,Quality Engineer,Manufacturing,High Net Worth,18,4034,QLD,6,35-44,61-70,Cat_3,9
2459,Oct,10,True,Approved,Solex,Standard,high,large,1801-2000,1842.92,Female,Quality Engineer,Manufacturing,High Net Worth,18,4034,QLD,6,35-44,61-70,Cat_3,10
2459,Nov,11,True,Approved,Trek Bicycles,Road,medium,medium,401-600,533.51,Female,Quality Engineer,Manufacturing,High Net Worth,18,4034,QLD,6,35-44,61-70,Cat_3,3
2459,Apr,4,False,Approved,Norco Bicycles,Road,medium,medium,401-600,544.05,Female,Quality Engineer,Manufacturing,High Net Worth,18,4034,QLD,6,35-44,61-70,Cat_3,3
2459,May,5,True,Approved,Giant Bicycles,Standard,high,medium,1001-1200,1129.13,Female,Quality Engineer,Manufacturing,High Net Worth,18,4034,QLD,6,35-44,61-70,Cat_3,6
2459,May,5,True,Approved,Giant Bicycles,Standard,medium,large,1601-1800,1635.3,Female,Quality Engineer,Manufacturing,High Net Worth,18,4034,QLD,6,35-44,61-70,Cat_3,9
1305,Aug,8,False,Approved,Solex,Standard,medium,large,1001-1200,1071.23,Male,Executive Secretary,Financial Services,High Net Worth,6,4124,QLD,4,45-54,Above 90,Cat_2,6
1305,Jun,6,True,Approved,Solex,Standard,medium,medium,1001-1200,1151.96,Male,Executive Secretary,Financial Services,High Net Worth,6,4124,QLD,4,45-54,Above 90,Cat_2,6
1305,Apr,4,False,Approved,WeareA2B,Touring,medium,medium,1401-1600,1466.68,Male,Executive Secretary,Financial Services,High Net Worth,6,4124,QLD,4,45-54,Above 90,Cat_2,8
1305,Feb,2,False,Approved,OHM Cycles,Standard,high,medium,201-400,227.88,Male,Executive Secretary,Financial Services,High Net Worth,6,4124,QLD,4,45-54,Above 90,Cat_2,2
1305,Apr,4,True,Approved,Solex,Standard,low,medium,801-1000,945.04,Male,Executive Secretary,Financial Services,High Net Worth,6,4124,QLD,4,45-54,Above 90,Cat_2,5
3262,Aug,8,True,Approved,WeareA2B,Standard,medium,medium,1201-1400,1231.15,Male,Product Engineer,Entertainment,Mass Customer,12,4221,QLD,8,55-64,61-70,Cat_3,7
3262,Jan,1,False,Approved,Trek Bicycles,Standard,medium,small,1201-1400,1386.84,Male,Product Engineer,Entertainment,Mass Customer,12,4221,QLD,8,55-64,61-70,Cat_3,7
3262,Nov,11,False,Approved,Giant Bicycles,Standard,medium,large,1601-1800,1765.3,Male,Product Engineer,Entertainment,Mass Customer,12,4221,QLD,8,55-64,61-70,Cat_3,9
3262,Mar,3,True,Approved,Trek Bicycles,Road,medium,medium,201-400,290.62,Male,Product Engineer,Entertainment,Mass Customer,12,4221,QLD,8,55-64,61-70,Cat_3,2
3262,Dec,12,False,Approved,OHM Cycles,Standard,medium,medium,601-800,795.34,Male,Product Engineer,Entertainment,Mass Customer,12,4221,QLD,8,55-64,61-70,Cat_3,4
3262,Mar,3,True,Approved,Solex,Road,medium,small,1601-1800,1703.52,Male,Product Engineer,Entertainment,Mass Customer,12,4221,QLD,8,55-64,61-70,Cat_3,9
3262,Oct,10,False,Approved,Trek Bicycles,Standard,high,medium,201-400,358.39,Male,Product Engineer,Entertainment,Mass Customer,12,4221,QLD,8,55-64,61-70,Cat_3,2
3262,Dec,12,True,Approved,OHM Cycles,Standard,medium,medium,1201-1400,1227.34,Male,Product Engineer,Entertainment,Mass Customer,12,4221,QLD,8,55-64,61-70,Cat_3,7
3262,Oct,10,False,Approved,Giant Bicycles,Standard,high,medium,1001-1200,1129.13,Male,Product Engineer,Entertainment,Mass Customer,12,4221,QLD,8,55-64,61-70,Cat_3,6
3262,Mar,3,False,Approved,OHM Cycles,Road,high,large,Below 200,12.01,Male,Product Engineer,Entertainment,Mass Customer,12,4221,QLD,8,55-64,61-70,Cat_3,1
1986,Jan,1,False,Approved,Trek Bicycles,Mountain,low,medium,401-600,574.64,Female,Sales Representative,Retail,Mass Customer,16,2170,NSW,8,35-44,51-60,Cat_1,3
1986,Aug,8,True,Approved,Norco Bicycles,Standard,medium,medium,1401-1600,1555.58,Female,Sales Representative,Retail,Mass Customer,16,2170,NSW,8,35-44,51-60,Cat_1,8
1986,Jun,6,False,Approved,Solex,Standard,medium,medium,401-600,575.27,Female,Sales Representative,Retail,Mass Customer,16,2170,NSW,8,35-44,51-60,Cat_1,3
1986,Nov,11,True,Approved,WeareA2B,Standard,medium,small,Below 200,175.89,Female,Sales Representative,Retail,Mass Customer,16,2170,NSW,8,35-44,51-60,Cat_1,1
1986,Jul,7,True,Approved,OHM Cycles,Standard,high,medium,201-400,227.88,Female,Sales Representative,Retail,Mass Customer,16,2170,NSW,8,35-44,51-60,Cat_1,2
1986,Jan,1,True,Approved,WeareA2B,Touring,medium,large,1201-1400,1362.99,Female,Sales Representative,Retail,Mass Customer,16,2170,NSW,8,35-44,51-60,Cat_1,7
2783,Jan,1,True,Approved,OHM Cycles,Standard,low,medium,Below 200,71.16,Male,Sales Representative,Retail,Affluent Customer,7,2171,NSW,9,35-44,Nov-20,Cat_3,1
2783,Feb,2,True,Approved,Solex,Standard,medium,large,1001-1200,1071.23,Male,Sales Representative,Retail,Affluent Customer,7,2171,NSW,9,35-44,Nov-20,Cat_3,6
2783,Jun,6,True,Approved,OHM Cycles,Standard,medium,medium,Below 200,183.86,Male,Sales Representative,Retail,Affluent Customer,7,2171,NSW,9,35-44,Nov-20,Cat_3,1
2783,Jul,7,False,Approved,OHM Cycles,Standard,medium,medium,201-400,235.63,Male,Sales Representative,Retail,Affluent Customer,7,2171,NSW,9,35-44,Nov-20,Cat_3,2
2783,Oct,10,False,Approved,Giant Bicycles,Standard,medium,large,401-600,569.56,Male,Sales Representative,Retail,Affluent Customer,7,2171,NSW,9,35-44,Nov-20,Cat_3,3
2783,Apr,4,True,Approved,OHM Cycles,Road,medium,small,1801-2000,1810.0,Male,Sales Representative,Retail,Affluent Customer,7,2171,NSW,9,35-44,Nov-20,Cat_3,10
2783,Oct,10,True,Approved,OHM Cycles,Touring,low,medium,1001-1200,1073.07,Male,Sales Representative,Retail,Affluent Customer,7,2171,NSW,9,35-44,Nov-20,Cat_3,6
2783,Sep,9,False,Approved,Norco Bicycles,Road,medium,medium,401-600,544.05,Male,Sales Representative,Retail,Affluent Customer,7,2171,NSW,9,35-44,Nov-20,Cat_3,3
2783,Jan,1,True,Approved,OHM Cycles,Standard,high,medium,Above 2000,2005.66,Male,Sales Representative,Retail,Affluent Customer,7,2171,NSW,9,35-44,Nov-20,Cat_3,11
2783,Oct,10,False,Approved,OHM Cycles,Standard,medium,medium,1201-1400,1227.34,Male,Sales Representative,Retail,Affluent Customer,7,2171,NSW,9,35-44,Nov-20,Cat_3,7
2783,Mar,3,True,Approved,OHM Cycles,Standard,high,medium,201-400,227.88,Male,Sales Representative,Retail,Affluent Customer,7,2171,NSW,9,35-44,Nov-20,Cat_3,2
1243,Feb,2,True,Approved,Trek Bicycles,Standard,low,medium,1001-1200,1057.51,Male,Research Assistant II,Retail,Mass Customer,8,2155,NSW,11,Above 64,71-80,Cat_3,6
1243,Oct,10,True,Cancelled,OHM Cycles,Standard,high,medium,1401-1600,1458.17,Male,Research Assistant II,Retail,Mass Customer,8,2155,NSW,11,Above 64,71-80,Cat_3,8
1243,Jan,1,True,Approved,Norco Bicycles,Road,medium,medium,401-600,544.05,Male,Research Assistant II,Retail,Mass Customer,8,2155,NSW,11,Above 64,71-80,Cat_3,3
1243,Jan,1,True,Approved,Trek Bicycles,Mountain,low,medium,401-600,574.64,Male,Research Assistant II,Retail,Mass Customer,8,2155,NSW,11,Above 64,71-80,Cat_3,3
1243,Feb,2,False,Approved,Trek Bicycles,Standard,high,medium,201-400,358.39,Male,Research Assistant II,Retail,Mass Customer,8,2155,NSW,11,Above 64,71-80,Cat_3,2
1243,Apr,4,True,Approved,Giant Bicycles,Standard,high,medium,1201-1400,1274.93,Male,Research Assistant II,Retail,Mass Customer,8,2155,NSW,11,Above 64,71-80,Cat_3,7
1243,Apr,4,True,Approved,Trek Bicycles,Standard,medium,small,1201-1400,1386.84,Male,Research Assistant II,Retail,Mass Customer,8,2155,NSW,11,Above 64,71-80,Cat_3,7
1243,Jun,6,False,Approved,Norco Bicycles,Standard,high,small,1601-1800,1661.92,Male,Research Assistant II,Retail,Mass Customer,8,2155,NSW,11,Above 64,71-80,Cat_3,9
1243,Feb,2,False,Approved,Giant Bicycles,Road,medium,medium,1401-1600,1538.99,Male,Research Assistant II,Retail,Mass Customer,8,2155,NSW,11,Above 64,71-80,Cat_3,8
1243,Mar,3,False,Approved,WeareA2B,Standard,medium,medium,1601-1800,1769.64,Male,Research Assistant II,Retail,Mass Customer,8,2155,NSW,11,Above 64,71-80,Cat_3,9
2717,Sep,9,False,Approved,Norco Bicycles,Standard,high,small,1601-1800,1661.92,Male,Registered Nurse,Health,Mass Customer,13,2580,NSW,5,35-44,31-40,Cat_3,9
2717,Jul,7,True,Approved,OHM Cycles,Standard,high,medium,Above 2000,2005.66,Male,Registered Nurse,Health,Mass Customer,13,2580,NSW,5,35-44,31-40,Cat_3,11
2717,Mar,3,True,Approved,WeareA2B,Touring,medium,medium,1401-1600,1466.68,Male,Registered Nurse,Health,Mass Customer,13,2580,NSW,5,35-44,31-40,Cat_3,8
2717,Nov,11,True,Approved,Giant Bicycles,Standard,medium,medium,601-800,642.7,Male,Registered Nurse,Health,Mass Customer,13,2580,NSW,5,35-44,31-40,Cat_3,4
2717,Jun,6,True,Approved,Trek Bicycles,Road,medium,medium,201-400,290.62,Male,Registered Nurse,Health,Mass Customer,13,2580,NSW,5,35-44,31-40,Cat_3,2
2717,Feb,2,True,Approved,OHM Cycles,Standard,medium,medium,Below 200,183.86,Male,Registered Nurse,Health,Mass Customer,13,2580,NSW,5,35-44,31-40,Cat_3,1
2717,Jul,7,False,Approved,Giant Bicycles,Road,low,small,401-600,590.26,Male,Registered Nurse,Health,Mass Customer,13,2580,NSW,5,35-44,31-40,Cat_3,3
2717,Nov,11,False,Approved,WeareA2B,Road,low,small,1001-1200,1172.78,Male,Registered Nurse,Health,Mass Customer,13,2580,NSW,5,35-44,31-40,Cat_3,6
2717,Jan,1,False,Approved,WeareA2B,Touring,medium,large,1801-2000,1890.39,Male,Registered Nurse,Health,Mass Customer,13,2580,NSW,5,35-44,31-40,Cat_3,10
247,Jun,6,False,Approved,Giant Bicycles,Standard,medium,large,1601-1800,1765.3,Female,Staff Accountant II,Financial Services,High Net Worth,13,2283,NSW,4,35-44,61-70,Cat_2,9
247,Sep,9,False,Approved,Trek Bicycles,Standard,medium,large,Above 2000,2091.47,Female,Staff Accountant II,Financial Services,High Net Worth,13,2283,NSW,4,35-44,61-70,Cat_2,11
247,Jan,1,True,Approved,WeareA2B,Standard,medium,small,Below 200,175.89,Female,Staff Accountant II,Financial Services,High Net Worth,13,2283,NSW,4,35-44,61-70,Cat_2,1
247,Jun,6,False,Approved,Solex,Standard,medium,medium,401-600,575.27,Female,Staff Accountant II,Financial Services,High Net Worth,13,2283,NSW,4,35-44,61-70,Cat_2,3
247,Feb,2,False,Approved,Solex,Standard,medium,medium,1801-2000,1945.43,Female,Staff Accountant II,Financial Services,High Net Worth,13,2283,NSW,4,35-44,61-70,Cat_2,10
247,Jan,1,True,Approved,OHM Cycles,Road,medium,small,1801-2000,1810.0,Female,Staff Accountant II,Financial Services,High Net Worth,13,2283,NSW,4,35-44,61-70,Cat_2,10
247,Aug,8,True,Approved,WeareA2B,Standard,medium,small,1401-1600,1415.01,Female,Staff Accountant II,Financial Services,High Net Worth,13,2283,NSW,4,35-44,61-70,Cat_2,8
2961,Oct,10,False,Approved,Trek Bicycles,Standard,medium,large,Above 2000,2091.47,Male,Assistant Manager,Health,Mass Customer,12,3031,VIC,8,45-54,51-60,Cat_2,11
2961,Apr,4,True,Approved,Norco Bicycles,Standard,low,medium,801-1000,958.74,Male,Assistant Manager,Health,Mass Customer,12,3031,VIC,8,45-54,51-60,Cat_2,5
2961,Dec,12,False,Approved,WeareA2B,Standard,medium,medium,1601-1800,1769.64,Male,Assistant Manager,Health,Mass Customer,12,3031,VIC,8,45-54,51-60,Cat_2,9
2961,Nov,11,False,Approved,Giant Bicycles,Standard,medium,large,1801-2000,1812.75,Male,Assistant Manager,Health,Mass Customer,12,3031,VIC,8,45-54,51-60,Cat_2,10
2961,Aug,8,True,Approved,Norco Bicycles,Standard,medium,medium,1401-1600,1555.58,Male,Assistant Manager,Health,Mass Customer,12,3031,VIC,8,45-54,51-60,Cat_2,8
2961,Oct,10,False,Approved,OHM Cycles,Standard,medium,medium,601-800,795.34,Male,Assistant Manager,Health,Mass Customer,12,3031,VIC,8,45-54,51-60,Cat_2,4
1842,Jun,6,False,Approved,Giant Bicycles,Standard,medium,small,1201-1400,1311.44,Male,Accountant IV,Financial Services,Mass Customer,8,2250,NSW,8,45-54,81-90,Cat_1,7
1842,May,5,True,Approved,OHM Cycles,Standard,medium,medium,801-1000,912.52,Male,Accountant IV,Financial Services,Mass Customer,8,2250,NSW,8,45-54,81-90,Cat_1,5
1842,Mar,3,False,Approved,Solex,Standard,high,medium,601-800,748.17,Male,Accountant IV,Financial Services,Mass Customer,8,2250,NSW,8,45-54,81-90,Cat_1,4
1842,May,5,False,Approved,WeareA2B,Standard,medium,medium,1601-1800,1762.96,Male,Accountant IV,Financial Services,Mass Customer,8,2250,NSW,8,45-54,81-90,Cat_1,9
1842,Jan,1,True,Approved,WeareA2B,Standard,medium,medium,1801-2000,1807.45,Male,Accountant IV,Financial Services,Mass Customer,8,2250,NSW,8,45-54,81-90,Cat_1,10
2268,Apr,4,True,Approved,WeareA2B,Standard,medium,medium,1201-1400,1292.84,Female,Pharmacist,Health,Mass Customer,19,3218,VIC,8,55-64,61-70,Cat_3,7
2268,Nov,11,True,Approved,WeareA2B,Standard,medium,medium,1201-1400,1228.07,Female,Pharmacist,Health,Mass Customer,19,3218,VIC,8,55-64,61-70,Cat_3,7
2268,Feb,2,True,Approved,Solex,Standard,medium,medium,1001-1200,1151.96,Female,Pharmacist,Health,Mass Customer,19,3218,VIC,8,55-64,61-70,Cat_3,6
2268,Jul,7,False,Approved,WeareA2B,Standard,medium,medium,1801-2000,1992.93,Female,Pharmacist,Health,Mass Customer,19,3218,VIC,8,55-64,61-70,Cat_3,10
2268,Apr,4,False,Approved,OHM Cycles,Touring,low,medium,1001-1200,1073.07,Female,Pharmacist,Health,Mass Customer,19,3218,VIC,8,55-64,61-70,Cat_3,6
2268,Aug,8,True,Approved,OHM Cycles,Standard,low,medium,Below 200,71.16,Female,Pharmacist,Health,Mass Customer,19,3218,VIC,8,55-64,61-70,Cat_3,1
2268,Feb,2,False,Approved,Solex,Standard,medium,large,1001-1200,1061.56,Female,Pharmacist,Health,Mass Customer,19,3218,VIC,8,55-64,61-70,Cat_3,6
2268,Aug,8,False,Approved,Trek Bicycles,Standard,medium,small,1201-1400,1386.84,Female,Pharmacist,Health,Mass Customer,19,3218,VIC,8,55-64,61-70,Cat_3,7
3002,Jan,1,True,Approved,Giant Bicycles,Road,medium,medium,1401-1600,1538.99,Male,Paralegal,Financial Services,Mass Customer,16,2470,NSW,2,Above 64,61-70,Cat_1,8
3002,Aug,8,False,Approved,Solex,Standard,high,medium,601-800,748.17,Male,Paralegal,Financial Services,Mass Customer,16,2470,NSW,2,Above 64,61-70,Cat_1,4
3002,Jan,1,True,Approved,Giant Bicycles,Road,medium,medium,601-800,792.9,Male,Paralegal,Financial Services,Mass Customer,16,2470,NSW,2,Above 64,61-70,Cat_1,4
3002,Aug,8,True,Approved,Giant Bicycles,Standard,medium,large,401-600,569.56,Male,Paralegal,Financial Services,Mass Customer,16,2470,NSW,2,Above 64,61-70,Cat_1,3
3002,Sep,9,False,Approved,Norco Bicycles,Road,medium,large,1201-1400,1240.31,Male,Paralegal,Financial Services,Mass Customer,16,2470,NSW,2,Above 64,61-70,Cat_1,7
3002,Nov,11,True,Approved,OHM Cycles,Standard,high,medium,201-400,227.88,Male,Paralegal,Financial Services,Mass Customer,16,2470,NSW,2,Above 64,61-70,Cat_1,2
1582,Oct,10,False,Approved,Trek Bicycles,Standard,medium,medium,401-600,499.53,Male,Office Assistant III,Property,Mass Customer,4,2101,NSW,11,45-54,31-40,Cat_1,3
1582,Jun,6,False,Approved,Solex,Standard,medium,large,1001-1200,1061.56,Male,Office Assistant III,Property,Mass Customer,4,2101,NSW,11,45-54,31-40,Cat_1,6
1582,Jun,6,False,Approved,Norco Bicycles,Standard,medium,medium,1401-1600,1555.58,Male,Office Assistant III,Property,Mass Customer,4,2101,NSW,11,45-54,31-40,Cat_1,8
1582,Jun,6,False,Approved,Solex,Standard,high,medium,1001-1200,1024.66,Male,Office Assistant III,Property,Mass Customer,4,2101,NSW,11,45-54,31-40,Cat_1,6
1582,Nov,11,False,Approved,Solex,Standard,medium,large,1001-1200,1061.56,Male,Office Assistant III,Property,Mass Customer,4,2101,NSW,11,45-54,31-40,Cat_1,6
2001,Apr,4,True,Approved,OHM Cycles,Standard,low,medium,1601-1800,1793.43,Female,Analog Circuit Design manager,Manufacturing,Mass Customer,3,2800,NSW,4,45-54,21-30,Cat_3,9
2001,May,5,True,Approved,Giant Bicycles,Standard,medium,medium,1401-1600,1403.5,Female,Analog Circuit Design manager,Manufacturing,Mass Customer,3,2800,NSW,4,45-54,21-30,Cat_3,8
2001,Sep,9,True,Approved,Trek Bicycles,Standard,medium,large,1401-1600,1469.44,Female,Analog Circuit Design manager,Manufacturing,Mass Customer,3,2800,NSW,4,45-54,21-30,Cat_3,8
2001,May,5,True,Approved,Norco Bicycles,Standard,high,small,1601-1800,1661.92,Female,Analog Circuit Design manager,Manufacturing,Mass Customer,3,2800,NSW,4,45-54,21-30,Cat_3,9
2001,Jun,6,False,Approved,Trek Bicycles,Standard,low,medium,1001-1200,1057.51,Female,Analog Circuit Design manager,Manufacturing,Mass Customer,3,2800,NSW,4,45-54,21-30,Cat_3,6
2001,Oct,10,False,Approved,Norco Bicycles,Road,medium,large,1201-1400,1240.31,Female,Analog Circuit Design manager,Manufacturing,Mass Customer,3,2800,NSW,4,45-54,21-30,Cat_3,7
2001,Jan,1,True,Approved,Solex,Standard,medium,medium,401-600,478.16,Female,Analog Circuit Design manager,Manufacturing,Mass Customer,3,2800,NSW,4,45-54,21-30,Cat_3,3
2001,May,5,True,Approved,OHM Cycles,Standard,medium,medium,801-1000,912.52,Female,Analog Circuit Design manager,Manufacturing,Mass Customer,3,2800,NSW,4,45-54,21-30,Cat_3,5
