customer_id,transaction_month,transaction_month_number,online_order,order_status,brand,product_line,product_class,product_size,list_price_categories
2339,Dec,12,True,Cancelled,OHM Cycles,Standard,medium,medium,1601-1800
2339,Apr,4,False,Approved,Norco Bicycles,Road,medium,medium,401-600
2339,Feb,2,True,Approved,Solex,Standard,medium,medium,401-600
1542,Apr,4,True,Approved,WeareA2B,Standard,medium,medium,Below 200
1542,Aug,8,True,Approved,Giant Bicycles,Road,medium,medium,601-800
1542,Feb,2,True,Approved,Norco Bicycles,Standard,high,small,1601-1800
1542,Jul,7,False,Approved,Norco Bicycles,Standard,medium,small,1201-1400
1542,May,5,False,Approved,Trek Bicycles,Road,medium,large,1801-2000
2459,Jul,7,False,Approved,WeareA2B,Standard,medium,medium,1201-1400
2459,May,5,True,Approved,Giant Bicycles,Standard,medium,medium,601-800
2459,Jul,7,False,Approved,OHM Cycles,Standard,medium,medium,201-400
2459,Jul,7,False,Approved,OHM Cycles,Touring,low,medium,1001-1200
2459,Jul,7,False,Approved,OHM Cycles,Standard,medium,medium,1201-1400
2459,Aug,8,False,Approved,Trek Bicycles,Road,low,small,1601-1800
2459,Oct,10,True,Approved,Solex,Standard,high,large,1801-2000
2459,Nov,11,True,Approved,Trek Bicycles,Road,medium,medium,401-600
2459,Apr,4,False,Approved,Norco Bicycles,Road,medium,medium,401-600
2459,May,5,True,Approved,Giant Bicycles,Standard,high,medium,1001-1200
2459,May,5,True,Approved,Giant Bicycles,Standard,medium,large,1601-1800
1305,Aug,8,False,Approved,Solex,Standard,medium,large,1001-1200
1305,Jun,6,True,Approved,Solex,Standard,medium,medium,1001-1200
1305,Apr,4,False,Approved,WeareA2B,Touring,medium,medium,1401-1600
1305,Feb,2,False,Approved,OHM Cycles,Standard,high,medium,201-400
1305,Apr,4,True,Approved,Solex,Standard,low,medium,801-1000
3262,Aug,8,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
3262,Jan,1,False,Approved,Trek Bicycles,Standard,medium,small,1201-1400
3262,Nov,11,False,Approved,Giant Bicycles,Standard,medium,large,1601-1800
3262,Mar,3,True,Approved,Trek Bicycles,Road,medium,medium,201-400
3262,Dec,12,False,Approved,OHM Cycles,Standard,medium,medium,601-800
3262,Mar,3,True,Approved,Solex,Road,medium,small,1601-1800
3262,Oct,10,False,Approved,Trek Bicycles,Standard,high,medium,201-400
3262,Dec,12,True,Approved,OHM Cycles,Standard,medium,medium,1201-1400
3262,Oct,10,False,Approved,Giant Bicycles,Standard,high,medium,1001-1200
3262,Mar,3,False,Approved,OHM Cycles,Road,high,large,Below 200
1986,Jan,1,False,Approved,Trek Bicycles,Mountain,low,medium,401-600
1986,Aug,8,True,Approved,Norco Bicycles,Standard,medium,medium,1401-1600
1986,Jun,6,False,Approved,Solex,Standard,medium,medium,401-600
1986,Nov,11,True,Approved,WeareA2B,Standard,medium,small,Below 200
1986,Jul,7,True,Approved,OHM Cycles,Standard,high,medium,201-400
1986,Jan,1,True,Approved,WeareA2B,Touring,medium,large,1201-1400
2783,Jan,1,True,Approved,OHM Cycles,Standard,low,medium,Below 200
2783,Feb,2,True,Approved,Solex,Standard,medium,large,1001-1200
2783,Jun,6,True,Approved,OHM Cycles,Standard,medium,medium,Below 200
2783,Jul,7,False,Approved,OHM Cycles,Standard,medium,medium,201-400
2783,Oct,10,False,Approved,Giant Bicycles,Standard,medium,large,401-600
2783,Apr,4,True,Approved,OHM Cycles,Road,medium,small,1801-2000
2783,Oct,10,True,Approved,OHM Cycles,Touring,low,medium,1001-1200
2783,Sep,9,False,Approved,Norco Bicycles,Road,medium,medium,401-600
2783,Jan,1,True,Approved,OHM Cycles,Standard,high,medium,Above 2000
2783,Oct,10,False,Approved,OHM Cycles,Standard,medium,medium,1201-1400
2783,Mar,3,True,Approved,OHM Cycles,Standard,high,medium,201-400
1243,Feb,2,True,Approved,Trek Bicycles,Standard,low,medium,1001-1200
1243,Oct,10,True,Cancelled,OHM Cycles,Standard,high,medium,1401-1600
1243,Jan,1,True,Approved,Norco Bicycles,Road,medium,medium,401-600
1243,Jan,1,True,Approved,Trek Bicycles,Mountain,low,medium,401-600
1243,Feb,2,False,Approved,Trek Bicycles,Standard,high,medium,201-400
1243,Apr,4,True,Approved,Giant Bicycles,Standard,high,medium,1201-1400
1243,Apr,4,True,Approved,Trek Bicycles,Standard,medium,small,1201-1400
1243,Jun,6,False,Approved,Norco Bicycles,Standard,high,small,1601-1800
1243,Feb,2,False,Approved,Giant Bicycles,Road,medium,medium,1401-1600
1243,Mar,3,False,Approved,WeareA2B,Standard,medium,medium,1601-1800
2717,Sep,9,False,Approved,Norco Bicycles,Standard,high,small,1601-1800
2717,Jul,7,True,Approved,OHM Cycles,Standard,high,medium,Above 2000
2717,Mar,3,True,Approved,WeareA2B,Touring,medium,medium,1401-1600
2717,Nov,11,True,Approved,Giant Bicycles,Standard,medium,medium,601-800
2717,Jun,6,True,Approved,Trek Bicycles,Road,medium,medium,201-400
2717,Feb,2,True,Approved,OHM Cycles,Standard,medium,medium,Below 200
2717,Jul,7,False,Approved,Giant Bicycles,Road,low,small,401-600
2717,Nov,11,False,Approved,WeareA2B,Road,low,small,1001-1200
2717,Jan,1,False,Approved,WeareA2B,Touring,medium,large,1801-2000
247,Jun,6,False,Approved,Giant Bicycles,Standard,medium,large,1601-1800
247,Sep,9,False,Approved,Trek Bicycles,Standard,medium,large,Above 2000
247,Jan,1,True,Approved,WeareA2B,Standard,medium,small,Below 200
247,Jun,6,False,Approved,Solex,Standard,medium,medium,401-600
247,Feb,2,False,Approved,Solex,Standard,medium,medium,1801-2000
247,Jan,1,True,Approved,OHM Cycles,Road,medium,small,1801-2000
247,Aug,8,True,Approved,WeareA2B,Standard,medium,small,1401-1600
2961,Oct,10,False,Approved,Trek Bicycles,Standard,medium,large,Above 2000
2961,Apr,4,True,Approved,Norco Bicycles,Standard,low,medium,801-1000
2961,Dec,12,False,Approved,WeareA2B,Standard,medium,medium,1601-1800
2961,Nov,11,False,Approved,Giant Bicycles,Standard,medium,large,1801-2000
2961,Aug,8,True,Approved,Norco Bicycles,Standard,medium,medium,1401-1600
2961,Oct,10,False,Approved,OHM Cycles,Standard,medium,medium,601-800
1842,Jun,6,False,Approved,Giant Bicycles,Standard,medium,small,1201-1400
1842,May,5,True,Approved,OHM Cycles,Standard,medium,medium,801-1000
1842,Mar,3,False,Approved,Solex,Standard,high,medium,601-800
1842,May,5,False,Approved,WeareA2B,Standard,medium,medium,1601-1800
1842,Jan,1,True,Approved,WeareA2B,Standard,medium,medium,1801-2000
2268,Apr,4,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
2268,Nov,11,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
2268,Feb,2,True,Approved,Solex,Standard,medium,medium,1001-1200
2268,Jul,7,False,Approved,WeareA2B,Standard,medium,medium,1801-2000
2268,Apr,4,False,Approved,OHM Cycles,Touring,low,medium,1001-1200
2268,Aug,8,True,Approved,OHM Cycles,Standard,low,medium,Below 200
2268,Feb,2,False,Approved,Solex,Standard,medium,large,1001-1200
2268,Aug,8,False,Approved,Trek Bicycles,Standard,medium,small,1201-1400
3002,Jan,1,True,Approved,Giant Bicycles,Road,medium,medium,1401-1600
3002,Aug,8,False,Approved,Solex,Standard,high,medium,601-800
3002,Jan,1,True,Approved,Giant Bicycles,Road,medium,medium,601-800
3002,Aug,8,True,Approved,Giant Bicycles,Standard,medium,large,401-600
3002,Sep,9,False,Approved,Norco Bicycles,Road,medium,large,1201-1400
3002,Nov,11,True,Approved,OHM Cycles,Standard,high,medium,201-400
1582,Oct,10,False,Approved,Trek Bicycles,Standard,medium,medium,401-600
1582,Jun,6,False,Approved,Solex,Standard,medium,large,1001-1200
1582,Jun,6,False,Approved,Norco Bicycles,Standard,medium,medium,1401-1600
1582,Jun,6,False,Approved,Solex,Standard,high,medium,1001-1200
1582,Nov,11,False,Approved,Solex,Standard,medium,large,1001-1200
2001,Apr,4,True,Approved,OHM Cycles,Standard,low,medium,1601-1800
2001,May,5,True,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
2001,Sep,9,True,Approved,Trek Bicycles,Standard,medium,large,1401-1600
2001,May,5,True,Approved,Norco Bicycles,Standard,high,small,1601-1800
2001,Jun,6,False,Approved,Trek Bicycles,Standard,low,medium,1001-1200
2001,Oct,10,False,Approved,Norco Bicycles,Road,medium,large,1201-1400
2001,Jan,1,True,Approved,Solex,Standard,medium,medium,401-600
2001,May,5,True,Approved,OHM Cycles,Standard,medium,medium,801-1000
515,Oct,10,False,Approved,Giant Bicycles,Road,medium,medium,1401-1600
515,Mar,3,True,Approved,Trek Bicycles,Standard,medium,small,1601-1800
515,Jan,1,False,Approved,WeareA2B,Standard,medium,medium,1201-1400
515,Apr,4,False,Approved,Giant Bicycles,Standard,medium,large,401-600
515,Dec,12,False,Approved,OHM Cycles,Standard,medium,medium,801-1000
515,Jul,7,True,Approved,Trek Bicycles,Standard,medium,large,Above 2000
515,Dec,12,True,Approved,Solex,Standard,high,large,1801-2000
515,Jun,6,True,Approved,Solex,Standard,medium,large,1001-1200
2822,Jun,6,False,Approved,WeareA2B,Touring,medium,large,1201-1400
2822,Jan,1,False,Approved,WeareA2B,Standard,medium,medium,1201-1400
2822,Dec,12,False,Approved,OHM Cycles,Standard,low,medium,1601-1800
2822,Jun,6,True,Approved,Solex,Standard,medium,medium,Below 200
2822,Oct,10,True,Approved,Trek Bicycles,Road,low,medium,801-1000
2822,Aug,8,True,Approved,OHM Cycles,Standard,low,medium,Below 200
2822,Nov,11,True,Approved,OHM Cycles,Standard,high,medium,Above 2000
2822,May,5,True,Approved,Norco Bicycles,Mountain,low,small,601-800
2596,Jan,1,False,Approved,Trek Bicycles,Standard,medium,large,1401-1600
2596,Oct,10,True,Approved,OHM Cycles,Standard,low,medium,1601-1800
2596,Jun,6,True,Approved,Solex,Road,medium,small,1601-1800
2596,Jun,6,True,Approved,Solex,Standard,low,medium,801-1000
2596,Sep,9,False,Approved,WeareA2B,Standard,medium,medium,1601-1800
2666,Apr,4,True,Approved,Trek Bicycles,Standard,medium,large,1401-1600
2666,Feb,2,False,Approved,Norco Bicycles,Road,medium,medium,401-600
2666,Mar,3,True,Approved,Giant Bicycles,Standard,high,small,1801-2000
2666,Apr,4,True,Approved,Norco Bicycles,Road,medium,medium,401-600
76,Dec,12,False,Approved,Trek Bicycles,Mountain,low,medium,401-600
76,May,5,True,Approved,Giant Bicycles,Standard,high,medium,1201-1400
76,Nov,11,True,Approved,OHM Cycles,Road,medium,medium,1201-1400
76,Dec,12,True,Approved,Solex,Standard,medium,medium,401-600
76,Mar,3,False,Approved,Giant Bicycles,Standard,high,medium,1201-1400
76,Mar,3,False,Approved,Trek Bicycles,Standard,medium,medium,401-600
76,Dec,12,False,Approved,Giant Bicycles,Touring,medium,large,1801-2000
76,Aug,8,False,Approved,Solex,Standard,medium,medium,Below 200
3368,Oct,10,True,Approved,Norco Bicycles,Standard,medium,medium,201-400
3368,Dec,12,False,Approved,WeareA2B,Standard,medium,medium,1801-2000
3368,Nov,11,True,Approved,Norco Bicycles,Standard,medium,small,1201-1400
3368,Jan,1,True,Approved,Trek Bicycles,Standard,high,medium,401-600
3368,Oct,10,True,Approved,Trek Bicycles,Standard,medium,large,Above 2000
2810,Sep,9,True,Approved,Norco Bicycles,Standard,medium,medium,1001-1200
2810,Jul,7,True,Approved,Norco Bicycles,Standard,medium,small,1201-1400
2810,Oct,10,False,Approved,Norco Bicycles,Standard,medium,small,401-600
2810,Oct,10,True,Approved,Solex,Standard,medium,large,201-400
2810,Apr,4,False,Approved,Trek Bicycles,Road,medium,medium,201-400
2810,Jul,7,True,Approved,WeareA2B,Standard,medium,small,Below 200
3214,Feb,2,False,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
3214,Oct,10,False,Approved,Trek Bicycles,Standard,medium,large,Above 2000
3214,Feb,2,False,Approved,Norco Bicycles,Standard,low,medium,201-400
3214,Apr,4,False,Approved,Trek Bicycles,Road,low,medium,801-1000
1272,Mar,3,False,Approved,Giant Bicycles,Road,medium,medium,1401-1600
1272,Feb,2,False,Approved,OHM Cycles,Standard,high,medium,201-400
1272,Dec,12,True,Approved,Giant Bicycles,Road,medium,medium,601-800
1272,Jun,6,False,Approved,OHM Cycles,Standard,high,medium,Above 2000
1272,Jun,6,False,Approved,Norco Bicycles,Road,medium,large,1201-1400
1272,Jul,7,False,Approved,WeareA2B,Touring,medium,large,1801-2000
1272,Sep,9,False,Approved,OHM Cycles,Standard,medium,medium,201-400
1272,Apr,4,False,Approved,Trek Bicycles,Standard,medium,small,1201-1400
1272,Feb,2,True,Approved,OHM Cycles,Road,medium,small,1801-2000
2171,Aug,8,False,Approved,Norco Bicycles,Road,medium,medium,401-600
2171,Nov,11,False,Approved,Giant Bicycles,Standard,medium,large,401-600
2171,Apr,4,False,Approved,WeareA2B,Standard,low,medium,601-800
2171,Mar,3,False,Approved,WeareA2B,Standard,medium,medium,Below 200
2171,Mar,3,False,Approved,OHM Cycles,Road,medium,medium,1201-1400
2171,May,5,True,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
3356,Jul,7,False,Approved,WeareA2B,Standard,medium,small,1401-1600
3356,Apr,4,True,Approved,Solex,Standard,medium,medium,1401-1600
3356,Aug,8,False,Approved,Giant Bicycles,Standard,high,medium,1201-1400
3356,Apr,4,True,Approved,Giant Bicycles,Standard,medium,large,401-600
3356,Dec,12,False,Approved,Giant Bicycles,Road,medium,medium,1401-1600
1040,Jan,1,False,Approved,Solex,Standard,high,large,1801-2000
1040,Mar,3,False,Approved,Norco Bicycles,Standard,low,medium,801-1000
1040,Jul,7,True,Approved,Trek Bicycles,Road,medium,medium,201-400
1040,May,5,False,Approved,Trek Bicycles,Road,low,medium,801-1000
2916,Dec,12,False,Approved,Solex,Standard,medium,medium,Below 200
2916,Dec,12,False,Cancelled,Solex,Standard,medium,medium,1401-1600
2916,Jun,6,True,Approved,Trek Bicycles,Standard,medium,medium,401-600
2916,May,5,False,Approved,WeareA2B,Standard,medium,small,1401-1600
2916,Mar,3,False,Approved,WeareA2B,Standard,medium,medium,1201-1400
2916,Mar,3,True,Cancelled,Solex,Road,medium,small,1601-1800
2916,Nov,11,False,Approved,Giant Bicycles,Standard,high,small,1801-2000
427,Sep,9,False,Approved,WeareA2B,Standard,medium,medium,1201-1400
427,Jul,7,True,Approved,Solex,Standard,low,medium,1201-1400
427,Jun,6,False,Approved,WeareA2B,Standard,medium,small,1401-1600
427,Apr,4,False,Approved,OHM Cycles,Road,medium,medium,601-800
2448,Nov,11,True,Approved,Norco Bicycles,Road,medium,medium,401-600
2448,Oct,10,False,Approved,Norco Bicycles,Standard,low,medium,801-1000
2448,Dec,12,True,Approved,Trek Bicycles,Road,low,medium,801-1000
2448,Sep,9,False,Approved,Giant Bicycles,Standard,high,medium,1001-1200
2448,May,5,True,Approved,Giant Bicycles,Standard,medium,medium,601-800
2448,Mar,3,False,Approved,Solex,Standard,medium,medium,1001-1200
2570,May,5,True,Approved,WeareA2B,Standard,medium,medium,1601-1800
2570,Mar,3,True,Approved,Trek Bicycles,Standard,low,medium,1001-1200
2570,Sep,9,True,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
2570,Mar,3,True,Approved,Trek Bicycles,Road,medium,medium,201-400
2570,Sep,9,True,Approved,OHM Cycles,Road,high,large,Below 200
2570,Jul,7,False,Cancelled,OHM Cycles,Road,medium,medium,601-800
2570,Jul,7,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
2570,Aug,8,False,Approved,Norco Bicycles,Standard,high,small,1601-1800
488,Mar,3,False,Cancelled,WeareA2B,Standard,low,medium,601-800
488,Oct,10,True,Approved,Trek Bicycles,Mountain,low,medium,401-600
488,Dec,12,False,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
488,Mar,3,True,Approved,Trek Bicycles,Mountain,low,medium,401-600
488,Feb,2,True,Approved,Norco Bicycles,Road,medium,medium,401-600
488,Aug,8,False,Approved,Trek Bicycles,Road,medium,medium,401-600
488,Nov,11,False,Approved,Norco Bicycles,Standard,medium,small,401-600
165,Dec,12,False,Approved,Solex,Standard,low,medium,1201-1400
165,Sep,9,True,Approved,WeareA2B,Standard,medium,small,1401-1600
165,Oct,10,False,Approved,Solex,Standard,high,medium,1001-1200
165,Sep,9,True,Approved,Trek Bicycles,Standard,medium,large,Above 2000
165,Apr,4,True,Approved,Trek Bicycles,Road,low,medium,801-1000
165,Dec,12,False,Approved,WeareA2B,Standard,medium,medium,1201-1400
165,Sep,9,True,Approved,Giant Bicycles,Standard,high,medium,1001-1200
165,Nov,11,False,Approved,Solex,Standard,medium,medium,401-600
2787,Jun,6,True,Approved,Trek Bicycles,Road,medium,large,1801-2000
2787,Apr,4,True,Approved,Solex,Road,medium,small,1601-1800
2787,Jun,6,False,Approved,WeareA2B,Standard,medium,medium,1801-2000
2787,Mar,3,False,Approved,WeareA2B,Touring,medium,large,1201-1400
2787,Nov,11,False,Approved,Solex,Standard,medium,medium,1401-1600
2787,Apr,4,False,Approved,Solex,Standard,medium,medium,1401-1600
3053,Jun,6,False,Approved,Solex,Standard,medium,medium,1001-1200
3053,Apr,4,False,Approved,Trek Bicycles,Road,medium,medium,201-400
3053,Jan,1,False,Approved,OHM Cycles,Standard,low,medium,1601-1800
3053,Mar,3,True,Approved,Solex,Standard,medium,medium,401-600
475,May,5,True,Approved,Trek Bicycles,Standard,low,medium,1001-1200
475,Mar,3,False,Approved,WeareA2B,Standard,medium,medium,1201-1400
475,Jan,1,True,Approved,OHM Cycles,Standard,medium,medium,Below 200
475,Nov,11,False,Approved,Trek Bicycles,Standard,high,medium,401-600
475,Jan,1,False,Approved,Solex,Standard,medium,medium,401-600
475,Dec,12,True,Approved,OHM Cycles,Standard,medium,medium,1201-1400
475,Aug,8,False,Approved,Norco Bicycles,Standard,medium,medium,201-400
1251,Jun,6,False,Approved,OHM Cycles,Standard,medium,medium,201-400
1251,Oct,10,False,Approved,Giant Bicycles,Standard,medium,medium,601-800
1251,Aug,8,False,Approved,Solex,Road,medium,medium,401-600
1251,Mar,3,False,Approved,WeareA2B,Standard,medium,medium,1001-1200
3103,May,5,False,Approved,Giant Bicycles,Standard,medium,medium,601-800
3103,Nov,11,False,Approved,Giant Bicycles,Standard,medium,large,401-600
3103,Aug,8,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
3103,Sep,9,False,Approved,Giant Bicycles,Standard,medium,large,1601-1800
3103,Apr,4,False,Approved,Trek Bicycles,Standard,high,medium,401-600
3103,May,5,False,Approved,Trek Bicycles,Road,medium,large,1801-2000
3103,Oct,10,False,Approved,WeareA2B,Touring,medium,medium,1401-1600
3103,Mar,3,False,Approved,Solex,Standard,medium,medium,1001-1200
3108,Mar,3,False,Approved,Norco Bicycles,Road,medium,large,1201-1400
3108,Nov,11,False,Approved,WeareA2B,Standard,medium,medium,1601-1800
3108,Mar,3,True,Approved,Solex,Standard,medium,medium,1801-2000
3108,Jun,6,False,Approved,Solex,Standard,medium,medium,1001-1200
3108,Oct,10,True,Approved,Solex,Touring,medium,large,Above 2000
3108,Sep,9,True,Approved,OHM Cycles,Standard,high,medium,201-400
3108,May,5,False,Approved,Trek Bicycles,Standard,medium,small,1601-1800
857,Nov,11,False,Approved,Giant Bicycles,Standard,medium,large,1601-1800
857,Dec,12,True,Approved,Solex,Standard,medium,medium,1001-1200
857,Mar,3,False,Approved,WeareA2B,Standard,medium,medium,601-800
857,Mar,3,True,Approved,Trek Bicycles,Standard,medium,large,Above 2000
857,May,5,True,Approved,Solex,Standard,medium,large,1001-1200
3455,Dec,12,True,Approved,OHM Cycles,Standard,high,medium,201-400
3455,Jun,6,True,Approved,Solex,Standard,medium,medium,Below 200
3455,Feb,2,False,Approved,Norco Bicycles,Road,high,large,601-800
3455,May,5,True,Approved,Norco Bicycles,Standard,high,medium,1001-1200
3455,Jan,1,False,Approved,WeareA2B,Standard,medium,medium,1601-1800
3455,Jan,1,False,Approved,Norco Bicycles,Mountain,low,small,601-800
2549,Feb,2,True,Approved,Trek Bicycles,Standard,medium,medium,401-600
2549,Jun,6,False,Approved,Trek Bicycles,Standard,medium,large,Above 2000
2549,Nov,11,True,Approved,OHM Cycles,Road,medium,small,1801-2000
2549,Mar,3,True,Approved,OHM Cycles,Road,medium,small,1801-2000
3406,Nov,11,False,Approved,Trek Bicycles,Road,low,small,1601-1800
3406,Jun,6,False,Approved,OHM Cycles,Standard,medium,medium,Below 200
3406,May,5,True,Approved,WeareA2B,Standard,medium,medium,1801-2000
3406,Apr,4,False,Approved,Giant Bicycles,Standard,medium,small,1201-1400
3406,Oct,10,False,Approved,OHM Cycles,Standard,medium,medium,601-800
3406,Sep,9,True,Approved,Trek Bicycles,Mountain,low,medium,401-600
3406,Sep,9,True,Approved,Norco Bicycles,Standard,medium,small,1201-1400
3406,Mar,3,False,Approved,Trek Bicycles,Mountain,low,medium,401-600
3406,Apr,4,False,Approved,Trek Bicycles,Road,medium,large,1801-2000
3406,May,5,True,Approved,Trek Bicycles,Standard,medium,large,Above 2000
2294,Aug,8,True,Approved,Giant Bicycles,Standard,medium,large,1601-1800
2294,Sep,9,False,Approved,Norco Bicycles,Road,medium,medium,401-600
2294,Apr,4,False,Approved,Giant Bicycles,Standard,high,medium,1001-1200
2294,Oct,10,True,Approved,WeareA2B,Touring,medium,large,1201-1400
2294,Sep,9,False,Approved,Solex,Road,medium,small,1601-1800
2294,Mar,3,True,Approved,Trek Bicycles,Standard,medium,large,Above 2000
2294,Feb,2,False,Approved,Solex,Standard,medium,medium,1001-1200
993,Feb,2,True,Approved,OHM Cycles,Standard,high,medium,1401-1600
993,Sep,9,True,Approved,Giant Bicycles,Standard,high,medium,1001-1200
993,Apr,4,False,Approved,Norco Bicycles,Road,medium,medium,401-600
993,Dec,12,False,Approved,Solex,Standard,medium,large,201-400
993,Dec,12,False,Approved,OHM Cycles,Touring,low,medium,1001-1200
993,Jun,6,False,Approved,Norco Bicycles,Standard,high,small,1601-1800
993,Jun,6,True,Approved,OHM Cycles,Standard,medium,medium,Below 200
993,Mar,3,False,Approved,Norco Bicycles,Road,medium,medium,1001-1200
993,Dec,12,True,Approved,Solex,Standard,high,medium,601-800
1839,Feb,2,False,Approved,OHM Cycles,Road,high,large,Below 200
1839,Apr,4,True,Approved,WeareA2B,Standard,medium,medium,1801-2000
1839,Jul,7,False,Approved,Norco Bicycles,Road,medium,medium,401-600
1839,Oct,10,False,Approved,Norco Bicycles,Road,medium,medium,401-600
1839,Jun,6,False,Approved,Solex,Standard,low,medium,1201-1400
1839,Feb,2,False,Approved,Norco Bicycles,Standard,high,small,1601-1800
1839,Nov,11,True,Approved,Solex,Standard,medium,medium,Below 200
1824,Dec,12,True,Approved,Giant Bicycles,Standard,medium,small,1201-1400
1824,Jan,1,False,Approved,Solex,Standard,medium,medium,Below 200
1824,Mar,3,False,Approved,WeareA2B,Standard,medium,medium,601-800
1824,Nov,11,True,Approved,OHM Cycles,Standard,medium,medium,1601-1800
1824,Jul,7,False,Approved,OHM Cycles,Standard,high,medium,201-400
1824,Aug,8,True,Approved,Solex,Standard,high,large,1801-2000
1824,Dec,12,False,Approved,Norco Bicycles,Standard,medium,small,1201-1400
368,Dec,12,False,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
368,Dec,12,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
368,May,5,True,Approved,Trek Bicycles,Mountain,low,medium,401-600
368,Aug,8,True,Approved,Trek Bicycles,Standard,high,medium,401-600
368,Feb,2,True,Approved,WeareA2B,Standard,medium,medium,1801-2000
368,Dec,12,True,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
368,Sep,9,False,Approved,OHM Cycles,Standard,medium,medium,Below 200
368,Mar,3,False,Approved,Solex,Standard,high,large,1801-2000
368,Sep,9,False,Approved,Norco Bicycles,Standard,medium,medium,201-400
825,May,5,True,Approved,Norco Bicycles,Standard,medium,small,1201-1400
825,Feb,2,False,Approved,Solex,Standard,medium,medium,1001-1200
825,Jan,1,False,Approved,Trek Bicycles,Road,medium,medium,201-400
825,Nov,11,False,Approved,Solex,Standard,medium,large,201-400
825,Dec,12,True,Approved,Norco Bicycles,Road,medium,large,1201-1400
825,Dec,12,True,Approved,Norco Bicycles,Standard,low,medium,201-400
3315,Feb,2,True,Approved,OHM Cycles,Standard,medium,medium,201-400
3315,Jul,7,False,Approved,WeareA2B,Standard,medium,medium,1801-2000
3315,Sep,9,True,Approved,Solex,Standard,medium,medium,1401-1600
3315,Dec,12,False,Approved,Solex,Standard,medium,medium,1001-1200
3315,May,5,True,Approved,Trek Bicycles,Road,low,medium,801-1000
3315,Feb,2,False,Approved,Trek Bicycles,Standard,medium,medium,401-600
3315,Apr,4,False,Approved,Giant Bicycles,Touring,medium,large,1801-2000
75,Jul,7,True,Approved,Solex,Standard,medium,medium,Below 200
75,Aug,8,False,Approved,Trek Bicycles,Standard,low,medium,1001-1200
75,Aug,8,False,Approved,WeareA2B,Standard,medium,medium,601-800
75,May,5,False,Approved,OHM Cycles,Standard,medium,medium,801-1000
